Date,Open,Close,High,Low,RSI
2022-05-03,24.33,25.11,25.68,23.75,43.20792191
2022-05-04,25.69,28.02,28.14,23.3,48.79384035
2022-05-05,26.53,23.99,26.62,22.75,42.55186348
2022-05-06,23.24,23.35,24.87,21.94,41.6408263
2022-05-09,21.82,19.72,22.6,19.32,36.8249922
2022-05-10,21.45,21.09,22.15,19.72,39.66125879
2022-05-11,20.53,19.15,22,18.97,37.11985396
2022-05-12,18.51,19.41,19.99,17.96,37.6960618
2022-05-13,20.57,22.49,22.91,20.18,44.21726148
2022-05-16,21.86,21.37,22.51,21.2,42.47621718
2022-05-17,23.08,24.58,24.74,22.84,48.70962507
2022-05-18,23.4,20.85,24.34,20.53,42.89321296
2022-05-19,20.55,20.51,22.04,19.9,42.39625161
2022-05-20,21.54,20.36,21.65,17.66,42.16415199
2022-05-23,19.93,20.63,20.83,19.45,42.77147081
2022-05-24,19.69,19.1,19.88,18.44,40.19567568
2022-05-25,18.73,20.19,20.72,18.72,42.83682658
2022-05-26,19.61,22.54,22.83,19.48,48.15312397
2022-05-27,23.6,25.26,25.44,23.59,53.53912071
2022-05-31,25.14,24.86,25.59,23.75,52.67255079
2022-06-01,25.34,23.71,25.72,22.71,50.15891117
2022-06-02,23.4,26.2,26.28,23.3,55.14971044
2022-06-03,24.55,23.93,24.95,23.5,50.21328678
2022-06-06,25.25,23.91,25.58,23.48,50.17067713
2022-06-07,23.01,24.6,24.74,22.54,51.69366754
2022-06-08,24.16,22.91,24.46,22.42,47.8371133
2022-06-09,22.39,21.09,23.56,21.03,44.02770509
2022-06-10,19.98,18.81,20.51,18.66,39.75651411
2022-06-13,16.92,15.55,17.41,15.34,34.58955161
2022-06-14,16.01,15.76,16.22,15.21,35.17402194
2022-06-15,16.35,16.61,17.43,15.47,37.60429112
2022-06-16,15.14,13.57,15.19,12.99,32.85960983
2022-06-17,13.65,13.7,14.02,12.78,33.24748478
2022-06-21,14.54,14.8,15.43,14.49,36.58580771
2022-06-22,14.04,14.29,14.97,13.94,35.69450696
2022-06-23,14.58,14.01,14.59,13.34,35.18766264
2022-06-24,14.64,15.81,15.85,14.57,40.98872278
2022-06-27,16.31,15.8,16.46,15.37,40.96678494
2022-06-28,16,14.56,16.58,14.52,38.23411741
2022-06-29,14,13.55,14.04,13.03,36.12065328
2022-06-30,13.03,13.1,13.83,12.38,35.18738474
2022-07-01,12.49,11.6,12.6,11.13,32.20076048
2022-07-05,10.74,11.85,11.9,10.53,33.21814589
2022-07-06,11.92,12.09,12.5,11.52,34.23835516
2022-07-07,12.91,13.71,13.89,12.91,40.81127359
2022-07-08,13.13,13.91,14.17,12.96,41.58750462
2022-07-11,13.25,12.91,13.45,12.65,38.84444284
2022-07-12,13.18,12.97,13.45,12.72,39.10397883
2022-07-13,12.18,13.29,13.56,12.13,40.55300089
2022-07-14,13.16,14.07,14.26,12.54,44.04787832
2022-07-15,14.75,15.11,15.15,14.04,48.4034586
2022-07-18,15.83,14.92,16.18,14.63,47.67331255
2022-07-19,15.61,16.95,17.17,15.5,55.4121693
2022-07-20,16.83,18.2,18.44,16.5,59.39449803
2022-07-21,18.52,19.1,19.12,17.68,62.02441715
2022-07-22,18.84,17.65,18.91,17.15,55.75857629
2022-07-25,17.23,17.3,17.37,16.43,54.33180127
2022-07-26,16.93,16.43,17.24,16.25,50.84874904
2022-07-27,17.32,18.73,19.12,17.17,58.434996
2022-07-28,18.85,19.37,19.52,17.58,60.27246831
2022-07-29,18.57,19.83,19.99,18.32,61.5868908
2022-08-01,19.41,20.01,20.6,19.03,62.11510352
2022-08-02,19.43,19.92,20.87,19.11,61.65856493
2022-08-03,19.98,21.55,21.72,19.87,66.46582569
2022-08-04,21.47,22.07,22.27,21.22,67.85067218
2022-08-05,20.96,21.56,22.12,20.57,65.01485561
2022-08-08,20.65,20.54,21.39,19.57,59.64556604
2022-08-09,19.23,17.69,19.23,16.91,47.77362368
2022-08-10,19.08,19.91,20.02,18.39,55.24614059
2022-08-11,20.47,19.78,21.6,19.68,54.75211102
2022-08-12,20.24,21.6,21.72,19.98,60.12779762
2022-08-15,21.24,21.78,21.97,20.8,60.6260285
2022-08-16,21.48,21.14,21.74,20.39,57.85772366
2022-08-17,20.18,19.55,20.2,18.71,51.5588894
2022-08-18,19.72,20.89,21.36,19.5,55.91484612
2022-08-19,20.06,19.17,20.38,18.89,49.73294602
2022-08-22,18.1,17.04,18.15,16.77,43.34232718
2022-08-23,17.08,17.33,18.06,17.01,44.39006873
2022-08-24,17.25,17.41,17.59,16.77,44.69390881
2022-08-25,17.46,19.32,19.38,17.42,51.50638966
2022-08-26,19.25,15.98,19.33,15.95,41.80818353
2022-08-29,15.48,15.05,16.05,14.95,39.57379269
2022-08-30,15.5,14.47,15.57,13.96,38.20253294
2022-08-31,14.69,14.04,14.7,13.66,37.17409611
2022-09-01,13.03,13.22,13.26,11.97,35.22655892
2022-09-02,13.84,12.86,14.14,12.63,34.37510201
2022-09-06,12.91,12.42,13.03,12.07,33.3151905
2022-09-07,12.42,12.99,13.31,12.23,36.0654161
2022-09-08,12.64,13.65,13.8,12.37,39.19258754
2022-09-09,14.26,14.65,14.85,14.19,43.68692653
2022-09-12,14.83,14.78,15.05,14.3,44.26366083
2022-09-13,13.15,12.09,13.49,11.95,36.03877035
2022-09-14,12.28,12.46,12.74,11.94,37.75210267
2022-09-15,12.23,11.91,12.67,11.59,36.19979925
2022-09-16,11.47,12.06,12.1,11.18,36.96110189
2022-09-19,11.61,12.26,12.44,11.57,38.02301541
2022-09-20,11.85,11.7,12.04,11.43,36.1849892
2022-09-21,11.76,11.4,12.92,11.38,35.2032287
2022-09-22,11.17,10.51,11.32,10.25,32.39514249
2022-09-23,10.07,10.03,10.14,9.45,30.96072689
2022-09-26,9.91,9.55,10.36,9.5,29.5515669
2022-09-27,10.04,9.81,10.28,9.39,31.37360369
2022-09-28,9.57,10.17,10.35,9.44,33.92194104
2022-09-29,9.7,9.29,9.74,8.8,30.90124797
2022-09-30,8.9,8.86,9.61,8.74,29.51805094
2022-10-03,9.09,9.7,10,8.88,35.58398133
2022-10-04,10.58,11.04,11.1,10.54,43.88129241
2022-10-05,10.53,11.42,11.66,10.21,46.00530962
2022-10-06,11.29,11.19,11.92,11.05,44.89765851
2022-10-07,10.18,9.21,10.28,9,36.70473103
2022-10-10,9.07,8.28,9.09,7.86,33.60305376
2022-10-11,7.81,7.57,8.02,7.2,31.42011095
2022-10-12,7.49,7.34,7.62,7.23,30.72381648
2022-10-13,6.42,8,8.36,6.21,35.1640125
2022-10-14,8.26,6.93,8.27,6.87,31.62506484
2022-10-17,7.47,7.33,7.67,7.2,34.28753277
2022-10-18,8.04,7.4,8.21,7.04,34.7662538
2022-10-19,7.27,7.57,7.8,7.2,35.98593328
2022-10-20,7.7,7.7,8.42,7.59,36.95664843
2022-10-21,7.65,8.58,8.64,7.55,43.23207707
2022-10-24,8.64,8.68,8.81,8.08,43.91528147
2022-10-25,8.8,9.26,9.47,8.75,47.83655045
2022-10-26,8.74,9.01,9.67,8.55,46.33282829
2022-10-27,9.16,8.52,9.44,8.48,43.44987858
2022-10-28,8.56,9.5,9.56,8.49,50.13295691
2022-10-31,9.3,8.92,9.35,8.75,46.62128563
2022-11-01,9.41,9.1,9.52,8.94,47.84234776
2022-11-02,9.27,8.24,9.77,8.2,42.80424392
2022-11-03,7.78,7.89,8.29,7.53,40.9158172
2022-11-04,8.72,8.99,9.06,8.42,48.59212351
2022-11-07,9.27,9.59,9.69,8.88,52.23725804
2022-11-08,10.11,10.17,10.56,9.61,55.52051642
2022-11-09,9.74,9.24,9.82,9.18,49.62943798
2022-11-10,10.8,12.08,12.17,10.56,62.65938944
2022-11-11,12.28,13.22,13.41,11.83,66.41501553
2022-11-14,12.99,12.77,13.51,12.73,63.69183135
2022-11-15,14.34,13.87,14.44,13.31,67.22906997
2022-11-16,12.93,12.13,12.99,11.87,57.65988344
2022-11-17,11.34,12.37,12.58,11.31,58.53654128
2022-11-18,12.99,12.49,13.03,12.07,58.993717
2022-11-21,12.07,11.89,12.2,11.74,55.68750941
2022-11-22,12.14,12.9,12.94,11.85,59.77430334
2022-11-23,12.9,13.32,13.75,12.84,61.36980083
2022-11-25,13.13,12.86,13.26,12.83,58.6270653
2022-11-28,12.36,11.84,12.76,11.6,52.97358825
2022-11-29,11.95,11.73,12.18,11.5,52.38688666
2022-11-30,11.84,13.82,13.85,11.52,61.18345092
2022-12-01,14.09,13.5,14.13,12.94,59.37470995
2022-12-02,12.49,13.03,13.13,12.3,56.72236912
2022-12-05,12.8,12.59,13.16,12.2,54.27786868
2022-12-06,12.54,11.72,12.6,11.38,49.71561113
2022-12-07,11.41,11.7,11.93,11.33,49.61237245
2022-12-08,11.89,12.62,12.72,11.65,54.31230294
2022-12-09,12.49,12.32,12.99,12.18,52.5896956
2022-12-12,12.14,12.98,13.01,11.94,55.90330618
2022-12-13,14.72,13.63,14.91,13.14,58.9465222
2022-12-14,13.51,13,14.03,12.54,54.98567414
2022-12-15,12.23,11.4,12.38,11.32,46.44930258
2022-12-16,11.2,11.11,11.48,10.77,45.08314542
2022-12-19,11.12,10.69,11.15,10.35,43.10575381
2022-12-20,10.25,10.41,10.75,10.16,41.78979546
2022-12-21,10.63,11.14,11.27,10.6,46.38536915
2022-12-22,10.54,9.78,10.56,9.11,40.04279284
2022-12-23,9.59,9.77,9.81,9.23,39.99948317
2022-12-27,9.58,9.27,9.59,9.13,37.79815032
2022-12-28,9.1,8.86,9.43,8.74,36.04632475
2022-12-29,9.28,9.67,9.83,9.18,41.78655677
2022-12-30,9.27,9.67,9.7,9.06,41.78655677
2023-01-03,10.17,9.36,10.21,9.19,40.18559704
2023-01-04,9.88,10.07,10.27,9.58,45.34994789
2023-01-05,9.8,9.57,10,9.53,42.56294165
2023-01-06,9.95,10.87,11.07,9.56,50.99543021
2023-01-09,11.53,11.53,12.27,11.28,54.63670482
2023-01-10,11.38,11.97,11.99,11.19,56.93414067
2023-01-11,11.98,12.4,12.43,11.65,59.11345404
2023-01-12,12.59,12.82,13.08,11.82,61.17983081
2023-01-13,12.36,12.95,13,12.27,61.82297727
2023-01-17,12.88,13.06,13.43,12.67,62.39075854
2023-01-18,13.45,12.82,13.76,12.81,60.28414278
2023-01-19,12.48,11.77,12.52,11.62,52.01013732
2023-01-20,12.11,12.79,12.86,11.75,58.03558649
2023-01-23,13.18,14.74,14.91,13.13,66.65519002
2023-01-24,14.29,14.44,14.85,14.16,64.46148726
2023-01-25,13.71,14.53,14.63,13.33,64.83538737
2023-01-26,15.02,15.24,15.3,14.3,67.72062736
2023-01-27,14.5,14.98,15.36,14.35,65.5980349
2023-01-30,14.35,13.8,14.62,13.73,56.88382911
2023-01-31,13.67,14.52,14.55,13.64,60.345345
2023-02-01,14.73,16.8,17.28,14.68,68.86869783
2023-02-02,17.33,17.92,18.4,17.01,72.04711428
2023-02-03,16.78,16.93,18.13,16.59,65.66520439
2023-02-06,16.12,16.1,16.86,15.85,60.80244582
2023-02-07,16.22,17.59,17.85,16.13,65.7114103
2023-02-08,17.33,16.49,17.69,16.35,59.76108767
2023-02-09,17.33,16.58,17.9,16.21,60.07960209
2023-02-10,16.06,15.8,16.22,15.25,55.94635441
2023-02-13,15.99,16.42,16.62,15.57,58.39641545
2023-02-14,16.06,17.33,17.53,15.67,61.75818495
2023-02-15,16.81,17.54,17.59,16.43,62.51102606
2023-02-16,16.65,16.28,17.17,16.18,55.45671076
2023-02-17,15.98,15.5,16.12,15.04,51.57647065
2023-02-21,14.79,14.01,15.31,13.89,45.08670075
2023-02-22,14.11,13.83,14.41,13.54,44.36051919
2023-02-23,15.13,15.08,15.34,14.28,50.34199341
2023-02-24,14.29,14.31,14.54,13.96,46.99077185
2023-02-27,14.96,14.5,15.01,14.5,47.91218923
2023-02-28,14.4,14.65,15.27,14.31,48.67075309
2023-03-01,14.81,14.68,15.22,14.48,48.83125326
2023-03-02,14.01,15.01,15.24,13.66,50.65891847
2023-03-03,15.05,15.68,15.77,14.65,54.23319391
2023-03-06,15.83,15.17,16.25,15.04,51.19320679
2023-03-07,15.19,14.65,15.42,14.49,48.22498394
2023-03-08,14.86,15.81,15.9,14.85,54.55506133
2023-03-09,15.75,14.91,16.54,14.8,49.49855556
2023-03-10,15.11,14.05,15.25,13.81,45.18848967
2023-03-13,13.61,14.02,14.54,13.15,45.04115383
2023-03-14,14.76,15.22,15.54,14.54,51.80955599
2023-03-15,14.6,14.69,14.85,13.75,48.94263825
2023-03-16,14.48,16.42,16.52,14.3,57.2569417
2023-03-17,16.49,16.13,16.9,15.83,55.62182296
2023-03-20,16.14,16.61,16.79,15.78,57.77141291
2023-03-21,17.01,16.67,17.53,15.94,58.04498059
2023-03-22,16.68,16.24,18.02,16.2,55.28099377
2023-03-23,17.02,17.49,18.17,16.63,61.08251988
2023-03-24,17.1,16.57,17.22,16.04,55.38715369
2023-03-27,16.76,15.97,16.92,15.81,51.98296327
2023-03-28,15.87,15.63,15.88,14.9,50.10370283
2023-03-29,16.34,17.08,17.47,16.3,57.20857763
2023-03-30,17.76,17.95,18.29,17.58,60.81399112
2023-03-31,17.56,18.3,18.34,17.43,62.19403274
2023-04-03,17.92,17.81,18.16,17.13,59.05819186
2023-04-04,17.87,16.79,17.9,16.51,53.06073247
2023-04-05,16.25,15.92,16.31,15.38,48.53350238
2023-04-06,15.45,15.66,16.01,15.09,47.23639814
2023-04-10,15.22,16.39,16.5,15.14,51.18144665
2023-04-11,16.72,16.21,16.79,16.11,50.18506272
2023-04-12,16.66,15.33,16.74,15.27,45.51947607
2023-04-13,15.39,15.67,15.95,15.04,47.5484256
2023-04-14,15.64,15.58,16.19,15.08,47.04893418
2023-04-17,15.1,15.58,15.62,14.95,47.04893418
2023-04-18,16.02,15.78,16.36,15.41,48.44472975
2023-04-19,15.2,15.26,15.38,14.98,45.11487779
2023-04-20,14.79,15.2,15.9,14.74,44.73281285
2023-04-21,15.09,14.86,15.09,14.48,42.53458863
2023-04-24,14.78,14.63,15.04,14.36,41.06449215
2023-04-25,14.42,13.2,14.42,13.17,33.34733104
2023-04-26,13.62,13.37,13.79,13.18,34.91329219
2023-04-27,13.33,13.54,13.6,12.52,36.51945212
2023-04-28,13.76,14.23,14.27,13.54,42.7001154
2023-05-01,14.46,14.66,14.79,14.32,46.21460929
2023-05-02,14.66,14.35,14.91,13.91,44.11391632
2023-05-03,14.12,13.84,14.62,13.81,40.82605228
2023-05-04,13.5,13.6,14,13.22,39.34011787
2023-05-05,13.62,14.47,14.68,13.44,46.88682066
2023-05-08,14.46,14.65,14.7,14.07,48.31940797
2023-05-09,14.07,13.94,14.12,13.74,43.35232184
2023-05-10,14.38,14.31,14.64,13.91,46.4421295
2023-05-11,14.33,14.07,14.43,13.64,44.73755579
2023-05-12,14.18,14.02,14.37,13.59,44.37216489
2023-05-15,14.1,15.11,15.14,13.97,53.32241251
2023-05-16,14.98,15.05,15.57,14.97,52.81863416
2023-05-17,15.48,16.14,16.34,15.14,60.17903427
2023-05-18,16.34,17.67,17.8,16.32,67.77769613
2023-05-19,17.59,17.39,17.64,17.06,65.32111995
2023-05-22,16.92,17.53,17.72,16.89,65.98496848
2023-05-23,17.2,16.92,17.55,16.79,60.5464673
2023-05-24,15.89,16.03,16.23,15.49,53.60453177
2023-05-25,18.16,19.15,19.39,17.63,67.62023134
2023-05-26,20.05,22.88,23.26,20.03,76.68735726
2023-05-30,24.57,22.87,24.8,22.59,76.6254068
2023-05-31,21.71,21.15,22.67,21.09,66.65192887
2023-06-01,21.48,22.16,22.75,20.83,69.18805345
2023-06-02,22.69,22.02,22.89,21.53,68.41141342
2023-06-05,21.75,20.97,21.81,20.66,62.72455764
2023-06-06,20.55,21.73,22.06,20.43,64.99290078
2023-06-07,22.15,21.64,23.1,21.49,64.4923962
2023-06-08,21.79,22.28,22.47,21.46,66.46982179
2023-06-09,23.03,22.4,23.49,22.08,66.84268038
2023-06-12,23.2,24.6,24.68,23.13,72.81185168
2023-06-13,25.79,25.56,26.08,24.72,74.93254608
2023-06-14,25.31,26.64,26.7,24.84,77.09690753
2023-06-15,25.75,25.95,26.57,25.42,72.77371921
2023-06-16,26.77,25.24,26.79,25.13,68.5162204
2023-06-20,24.86,24.65,25.55,23.98,65.10751529
2023-06-21,24.17,22.78,24.49,22.7,55.65635604
2023-06-22,22.28,23.1,23.38,22.22,56.81170473
2023-06-23,21.95,21.89,22.28,21.52,51.36233208
2023-06-26,22.32,22.09,23.32,22.05,52.17883575
2023-06-27,22.29,24.37,24.49,22.01,60.35053327
2023-06-28,23.18,23.72,24.43,23.11,57.34217542
2023-06-29,24.11,23.81,24.11,23.17,57.65691022
2023-06-30,24.57,24.83,25.17,24.29,61.15494517
2023-07-03,25.26,25.49,25.75,24.68,63.26939843
2023-07-05,24.99,23.85,25.18,23.83,55.22517627
2023-07-06,22.6,22.98,23.05,22.04,51.48548904
2023-07-07,23.08,22.96,24.03,22.83,51.39932005
2023-07-10,23.16,24.32,24.44,23.08,56.70561406
2023-07-11,24.68,24.34,24.74,23.28,56.78034596
2023-07-12,25.44,25.69,25.85,25,61.59879967
2023-07-13,26.51,27.28,27.45,26.21,66.35629395
2023-07-14,27.34,26.23,28.03,25.9,60.98324425
2023-07-17,26.28,28.06,28.53,25.77,66.13068774
2023-07-18,27.75,28.26,28.55,27.09,66.64855526
2023-07-19,28.41,27.29,28.44,27.04,61.71952702
2023-07-20,25.79,24.29,26.06,23.87,49.52129783
2023-07-21,25.01,24.92,25.59,24.5,51.68101071
2023-07-24,24.91,24.9,25.44,24.51,51.60552614
2023-07-25,25.31,26.13,26.59,25.31,55.87407988
2023-07-26,25.2,25.06,25.73,24.21,51.60948432
2023-07-27,27,26.46,28.05,26,56.30836781
2023-07-28,27.99,28.15,28.44,27.15,61.20556118
2023-07-31,28.46,28.41,28.75,27.95,61.91285318
2023-08-01,27.81,28.53,28.72,27.44,62.25489757
2023-08-02,27.5,25.28,27.5,24.79,49.33295151
2023-08-03,24.29,25.15,25.6,24.07,48.89576144
2023-08-04,24.82,24.88,25.95,24.08,47.94540768
2023-08-07,25.46,25.66,25.78,24.98,50.91359197
2023-08-08,24.5,24.46,24.55,23.43,46.51886176
2023-08-09,24.4,23.09,24.44,22.95,42.05565611
2023-08-10,23.66,22.81,24.41,22.31,41.18591757
2023-08-11,21.93,21.14,22,21,36.35655171
2023-08-14,20.86,22.93,22.96,20.66,43.9438302
2023-08-15,22.62,21.8,22.82,21.7,40.64928599
2023-08-16,21.71,20.53,21.78,20.47,37.26756044
2023-08-17,20.62,19.91,20.75,19.71,35.70586051
2023-08-18,19.22,20.15,20.43,19.11,36.80973835
2023-08-21,20.51,21.88,22.03,20.39,44.2413261
2023-08-22,22.71,21.35,22.82,21.1,42.58882571
2023-08-23,20.95,22.6,22.89,20.9,47.56351367
2023-08-24,23.89,20.41,23.92,20.24,40.8800761
2023-08-25,20.34,20.66,21.17,19.4,41.88400333
2023-08-28,21.26,21.42,21.59,20.76,44.94473656
2023-08-29,21.09,23.07,23.31,20.97,50.98076594
2023-08-30,22.92,23.4,23.7,22.37,52.1115965
2023-08-31,23.17,23.86,24.28,23.14,53.71448992
2023-09-01,24.35,24.02,24.51,23.51,54.28762229
2023-09-05,23.75,24.02,24.58,23.38,54.28762229
2023-09-06,23.87,23.44,24.29,22.66,51.60136006
2023-09-07,21.86,21.87,22.05,21,45.09638473
2023-09-08,21.72,21.5,22.19,21.22,43.6982928
2023-09-11,22.24,21.45,22.31,20.59,43.50202167
2023-09-12,21,20.94,21.98,20.85,41.45665556
2023-09-13,20.88,21.23,21.87,20.79,43.09507091
2023-09-14,21.86,21.65,21.93,21.05,45.47507409
2023-09-15,21.24,19.79,21.27,19.45,37.91266304
2023-09-18,19.29,19.93,20.18,19.2,38.73846238
2023-09-19,19.76,19.43,19.81,19.08,36.85319358
2023-09-20,19.66,18.48,19.92,18.44,33.51572068
2023-09-21,17.75,17.42,18.13,17.39,30.22646986
2023-09-22,17.9,17.84,18.37,17.63,33.03093951
2023-09-25,17.61,18.22,18.28,17.34,35.55482387
2023-09-26,17.74,17.24,17.92,16.99,32.18592198
2023-09-27,17.64,17.68,18.08,16.89,35.15667399
2023-09-28,17.57,18.64,19.22,17.34,41.20822059
2023-09-29,19.43,18.87,19.66,18.66,42.59059421
2023-10-02,18.95,19.08,19.58,18.43,43.88789749
2023-10-03,18.6,17.89,19.39,17.53,38.56913375
